age,gender,total_sleep_hours,sleep_quality,exercise_mins_day,caffeine_intake_mg,screen_time_before_bed_mins,work_hours_hrs_day,productivity_score,mood_score,stress_level,exercise_cat
18,Other,6.29,10,64,123,28,7.564119589993737,10,1,8,high
32,Other,8.55,3,19,251,1,4.377116589029862,6,7,7,low
47,Female,8.51,8,82,124,79,6.3522389644371415,6,9,3,high
26,Female,7.21,10,2,18,129,4.002754943876329,2,5,1,low
43,Female,8.21,5,15,98,8,6.399777430080008,1,8,10,low
44,Other,8.45,9,73,16,105,10.329004721680068,1,4,7,high
27,Male,4.71,4,12,289,126,8.006616338490176,4,4,8,low
19,Female,4.73,1,65,229,153,4.312819482737947,9,3,3,high
20,Female,8.72,7,40,128,53,11.506557586421362,8,5,7,medium
46,Male,8.98,4,35,92,111,7.557869203373377,4,6,5,medium
43,Female,9.18,4,34,157,109,7.542136288295443,6,1,9,medium
40,Male,8.57,3,69,223,128,6.176309252652499,2,2,10,high
28,Female,6.13,1,2,94,148,5.792536375321699,6,3,8,low
30,Female,8.15,4,89,55,62,6.8333103073008745,7,7,10,high
41,Male,6.32,9,69,2,148,9.291776444839682,4,3,2,high
48,Male,6.17,2,43,89,28,10.743400879351515,8,5,10,medium
23,Female,7.86,10,29,132,137,4.06380933873194,6,7,1,low
33,Other,7.15,5,54,17,52,11.03382466010887,2,8,3,medium
26,Female,8.73,8,27,88,63,9.935227844217556,6,7,5,low
25,Male,7.77,3,39,120,55,4.585116968110069,3,6,10,medium
40,Female,6.31,10,45,256,143,6.193833368201808,6,2,3,medium
51,Male,8.7,7,19,274,28,11.263380299335369,10,5,1,low
48,Other,6.04,4,48,186,86,4.057712447956463,7,2,5,medium
43,Other,6.77,7,45,271,119,9.31287112386423,5,7,8,medium
40,Male,8.36,7,43,108,128,6.26152137984835,5,3,2,medium
26,Male,6.84,8,83,161,131,5.189538449812827,10,6,4,high
28,Male,7.35,5,26,117,103,4.015884352601062,4,7,7,low
44,Male,8.73,5,3,83,21,7.349384314172125,6,10,7,low
54,Female,6.83,3,61,178,27,4.915862551252287,8,9,4,high
45,Female,5.83,5,64,234,114,7.7686852562059805,6,8,1,high
54,Male,7.27,5,12,202,118,9.946015256900749,1,1,10,low
30,Male,8.01,3,44,46,176,7.02229990717874,10,1,9,medium
56,Other,4.58,5,67,190,47,7.066895053902139,2,1,9,high
45,Male,9.01,3,13,208,146,9.838059969085233,7,3,2,low
56,Female,7.81,1,51,94,70,6.37118467646185,9,4,3,medium
44,Male,8.39,4,46,88,19,8.604044614224353,1,2,6,medium
57,Other,8.29,9,57,130,29,10.100327973030003,9,3,10,medium
23,Other,9.14,6,17,248,91,9.794636567257076,8,4,2,low
45,Male,8.86,5,36,172,179,8.604990004697582,5,7,3,medium
28,Female,8.65,7,15,94,158,10.866888819138868,5,7,2,low
19,Female,8.75,5,39,143,175,10.50347299920128,1,6,2,medium
24,Female,4.61,10,10,206,92,4.896225242506657,3,6,10,low
43,Female,8.48,8,23,296,50,6.08741172574084,2,5,3,low
47,Other,7.23,9,23,103,42,8.708901975325457,6,6,10,low
47,Other,7.05,10,28,80,57,9.39460579544841,1,6,9,low
19,Male,8.45,9,36,246,117,8.127056946637367,5,2,8,medium
32,Female,5.23,1,78,147,56,9.668114042070709,8,9,9,high
54,Female,6.31,3,40,105,170,5.939893544673749,2,7,2,medium
25,Other,7.66,10,5,19,135,7.948129090575416,1,6,8,low
39,Male,6.44,7,5,177,43,5.710024858395865,5,3,8,low
26,Male,9.46,8,12,180,52,4.4114595522997835,2,3,8,low
48,Female,9.29,6,79,93,67,7.492354463692185,4,7,5,high
25,Female,7.58,5,0,165,59,10.086992416618196,8,2,1,low
35,Other,4.7,9,53,247,173,7.663192776611851,9,4,8,medium
59,Female,7.84,9,83,105,118,6.981620670035512,10,4,1,high
44,Other,5.02,5,21,189,18,7.314875610407369,3,2,7,low
57,Male,6.39,7,70,134,145,6.227978484626967,10,7,1,high
45,Female,6.61,5,48,166,37,7.3906998790979905,4,8,4,medium
38,Male,5.42,6,54,43,90,5.602679626175096,9,7,10,medium
46,Other,5.09,3,81,114,122,4.54107900960997,2,6,9,high
31,Male,4.59,6,37,72,85,5.9342586222648475,7,4,6,medium
44,Male,6.5,1,29,185,167,4.067163936673134,4,7,1,low
48,Other,5.35,1,12,254,54,11.249831497214972,6,9,8,low
47,Female,5.9,1,39,13,73,9.261244872149785,8,10,3,medium
56,Other,5.64,7,55,131,8,8.639934056280937,3,5,1,medium
50,Male,5.03,8,82,33,137,9.251206825708373,1,2,3,high
46,Male,7.8,6,86,140,155,4.268114458762872,10,7,9,high
27,Male,8.63,4,69,110,176,4.66247223175242,3,7,8,high
36,Female,8.55,6,5,120,10,9.56399263236256,7,7,8,low
25,Male,7.95,5,16,21,77,10.578896952661704,4,6,6,low
35,Other,9.15,9,58,198,112,10.85337673563534,6,5,8,medium
18,Female,6.84,5,18,196,117,4.98643364470435,7,3,7,low
36,Male,7.5,4,36,44,80,7.255768243424057,4,2,9,medium
18,Male,6.37,7,73,101,70,9.391138891063555,2,9,9,high
24,Male,5.81,2,42,30,79,10.541591511565962,5,1,3,medium
24,Female,4.61,2,56,173,69,5.164497981828989,10,10,4,medium
59,Male,5.32,8,76,100,95,11.319557030780087,8,1,9,high
30,Female,8.14,3,29,69,70,4.510508723243733,5,6,3,low
58,Female,8.4,10,25,17,3,6.084185579566,7,5,6,low
46,Female,9.38,4,27,192,71,7.9652739705109585,2,3,10,low
44,Male,7.39,5,23,6,50,6.4834740254618755,10,5,3,low
25,Female,4.62,4,58,93,45,4.8026434209375575,10,5,6,medium
34,Other,5,1,89,4,131,7.700650279210943,8,8,3,high
50,Male,9.26,5,20,210,159,10.79290133163726,2,8,5,low
22,Female,8.65,10,0,97,25,8.187987074308339,6,4,3,low
35,Male,8.25,9,77,179,17,7.719397176926782,10,7,8,high
35,Other,8.8,9,42,190,65,11.1249346501345,8,3,5,medium
36,Female,8.76,4,66,48,58,5.437239922468149,7,7,7,high
24,Other,6.89,10,18,46,52,9.17018174412731,5,5,10,low
31,Female,9.02,1,23,28,134,7.615112939945005,9,4,7,low
47,Male,4.99,8,55,157,67,8.936643644703768,10,7,1,medium
21,Other,8.75,5,17,272,106,9.766587916532805,8,8,8,low
19,Male,5.77,5,37,166,59,11.658284871728206,7,7,1,medium
20,Male,5.26,3,8,261,133,8.502880059878187,3,9,7,low
46,Female,9.15,5,27,177,32,6.385482992709317,10,6,10,low
53,Other,9.17,6,15,178,158,11.232285917909904,9,6,8,low
40,Male,4.55,1,86,56,132,5.984864685558417,7,5,10,high
49,Female,5.34,4,52,190,111,8.430614555027908,6,3,9,medium
39,Female,5.6,2,84,139,134,6.334911248574746,9,8,10,high
58,Female,4.85,1,16,256,93,6.453133581385486,9,6,4,low
23,Female,5.83,2,33,1,135,6.373982664852155,9,8,9,medium
26,Female,6.8,3,63,51,148,8.46995997733104,4,6,3,high
50,Other,5.53,8,47,126,93,5.490012347202339,10,4,6,medium
55,Other,4.66,10,75,85,67,11.144832384447996,9,4,7,high
26,Female,8.09,4,29,224,129,5.0183633120300835,1,1,3,low
27,Female,8.62,2,34,57,114,9.163716369696129,5,8,6,medium
41,Female,8.61,10,61,244,50,6.954639618677742,5,5,2,high
43,Male,4.65,1,67,196,38,8.34010319231052,3,1,3,high
38,Female,6.93,3,0,202,79,10.278701060729556,9,1,1,low
20,Other,5.09,5,11,205,63,4.083193510305517,9,7,7,low
25,Other,8.42,3,26,33,25,11.851424643840772,8,3,6,low
25,Female,7.39,2,66,219,14,10.245347066444676,8,2,6,high
37,Male,7.83,6,14,83,40,7.785789888849264,10,6,7,low
34,Female,9.49,3,45,133,15,10.634579119966858,7,9,4,medium
57,Female,6.05,10,13,77,172,8.3640210110946,6,7,4,low
23,Male,9.32,4,57,116,53,6.424602934668941,7,4,5,medium
35,Female,4.81,10,0,112,36,8.649069389521546,9,3,3,low
59,Other,5.65,7,3,102,175,11.13985634849989,7,8,3,low
46,Female,7.23,6,3,185,115,9.745734627926584,10,7,2,low
58,Male,5.93,8,51,176,28,7.72209833607007,6,2,2,medium
19,Female,6.59,10,63,49,153,6.401445900951896,10,4,2,high
21,Other,4.94,2,50,185,63,11.136848812941611,1,3,6,medium
43,Female,7.27,7,11,107,135,7.960775064688229,10,5,4,low
51,Male,8.63,7,57,139,171,7.89377647124035,9,6,3,medium
38,Female,7.79,3,1,37,39,11.286193953098838,7,8,5,low
52,Other,4.72,1,62,213,122,5.534382926581677,2,10,1,high
26,Male,7.26,2,17,235,62,7.554412287800557,8,10,8,low
25,Female,8.21,3,25,6,16,4.318060339783059,6,6,2,low
27,Female,8.75,10,21,40,89,8.512389683588854,3,10,7,low
29,Male,8,6,74,174,38,8.223217000561652,5,9,10,high
42,Male,4.58,9,43,159,171,6.47213569388715,10,10,1,medium
24,Other,5.24,2,52,187,42,10.42932169130653,4,8,4,medium
47,Female,4.83,1,81,166,137,5.5972000920485785,2,9,6,high
30,Male,8.8,8,5,119,71,10.546298220558572,1,10,2,low
51,Other,8.6,5,65,296,33,4.760023936987199,6,2,2,high
52,Other,7.82,3,18,214,124,5.284224307589226,7,3,5,low
41,Female,8.31,1,40,37,165,4.715646511888132,6,9,4,medium
20,Other,7.68,2,71,102,124,4.779207274986159,3,2,1,high
49,Female,7.13,6,54,184,120,11.06357679924261,5,4,9,medium
50,Male,5.1,4,80,292,37,10.331934886685907,10,4,4,high
28,Female,6.73,5,66,82,122,7.146542815627291,5,1,2,high
45,Male,9.02,8,57,210,3,11.460968205707308,1,6,9,medium
44,Female,7.81,3,16,253,145,11.580615466584934,10,7,6,low
58,Other,8.73,3,84,62,99,9.544318811386102,7,2,1,high
25,Female,8.21,7,0,219,90,7.231640347896843,8,3,8,low
41,Female,7.12,7,57,14,7,8.297855273355617,7,3,3,medium
31,Other,4.74,1,69,252,65,5.055243146043558,6,5,10,high
30,Male,8.33,8,0,110,46,10.654006917985408,4,6,10,low
42,Female,5.61,9,21,276,142,9.444930459023544,10,10,1,low
52,Female,6.44,8,7,253,53,10.264742766087126,2,4,4,low
51,Male,7.25,6,35,152,90,9.569115969632715,7,3,10,medium
55,Female,7.45,8,16,184,30,9.257168925441285,2,1,8,low
35,Other,6.35,5,66,119,141,4.011719944553522,7,5,4,high
59,Female,4.94,9,57,1,77,11.52434745433508,8,4,8,medium
30,Other,7.63,9,2,104,52,10.29172425715636,8,9,9,low
32,Male,8.73,10,79,259,7,5.561215748599352,4,4,10,high
33,Other,8.99,3,25,197,96,4.749683840342022,8,9,1,low
57,Female,9.06,6,21,154,81,4.93025057248949,9,4,5,low
37,Female,7.37,5,40,94,28,4.879279517933965,8,8,10,medium
21,Female,7.17,3,85,228,82,9.520717913613623,8,4,7,high
31,Male,6.28,9,62,105,16,6.759336570511823,10,7,3,high
38,Male,5.65,4,83,196,8,11.566154365429576,8,2,7,high
55,Other,7.55,7,42,267,111,10.05699658064641,4,4,8,medium
58,Male,6.51,7,14,225,7,8.333843434671532,5,3,1,low
59,Other,7.24,10,11,126,103,11.737393714357664,9,7,1,low
56,Male,8.69,10,25,273,127,8.93159717720259,10,1,7,low
27,Female,9.14,2,13,210,23,9.44022601018128,6,4,7,low
51,Female,6.05,8,22,145,13,4.7614847393488695,4,5,5,low
19,Other,4.69,3,31,35,148,4.1910912521781425,2,10,6,medium
31,Male,6.01,2,27,143,58,10.65324334727084,1,6,2,low
40,Female,8.02,2,65,176,18,11.440919194227035,7,3,4,high
23,Other,7.81,5,22,196,125,11.105622812014769,10,2,8,low
53,Male,8.05,4,40,25,124,5.610184308142538,10,10,9,medium
30,Female,7.54,7,62,145,60,4.075866840547001,4,1,7,high
55,Female,9.25,2,26,86,144,7.592458914755091,7,2,5,low
34,Female,6.5,10,79,207,43,10.058615640279449,10,9,1,high
34,Male,5.21,3,54,157,145,7.093613292454603,9,9,7,medium
19,Female,7.6,1,23,292,28,4.053924508712537,2,3,10,low
21,Other,5.73,8,55,90,179,11.626794400652456,4,5,2,medium
59,Male,8.93,2,37,222,171,8.064307942840191,1,7,7,medium
45,Other,9.48,3,14,187,25,8.918168105172871,7,6,3,low
35,Other,7.21,10,87,216,175,9.985662573822996,2,6,1,high
58,Other,5.07,10,52,230,69,10.49571570219016,3,4,9,medium
52,Male,9.23,7,24,49,63,4.54101062110138,10,7,3,low
19,Other,4.85,2,54,33,147,8.35181006367873,6,10,10,medium
42,Male,5.83,7,0,288,69,9.588488201081976,6,10,3,low
23,Male,5.33,7,15,153,160,10.36031182385902,3,7,9,low
55,Other,7.17,7,61,166,169,6.7951294161843245,4,6,10,high
43,Male,5.02,5,53,70,43,11.077607756757647,9,4,9,medium
36,Male,5.15,1,65,109,119,9.674137637769077,1,4,2,high
42,Male,6.61,10,10,279,87,8.920458107780476,10,7,4,low
51,Female,8.2,6,79,258,0,5.88384636520612,3,6,3,high
30,Female,4.61,1,25,98,60,8.561820699084972,7,1,2,low
26,Female,4.68,9,12,251,178,7.818938830772735,5,3,9,low
18,Other,7,1,87,223,73,11.39308702611486,10,1,3,high
55,Male,6.48,1,56,247,103,4.286427613711481,2,3,10,medium
25,Male,8.04,4,20,253,96,5.909131064813367,7,5,6,low
54,Female,5.27,6,33,60,55,10.329274214737602,4,6,7,medium
46,Male,5.23,9,1,61,19,11.661802211560836,8,10,4,low
56,Male,6.54,10,75,60,57,8.278854957316902,3,7,1,high
47,Other,7.4,6,63,35,170,11.548272171821925,2,4,6,high
26,Other,6.23,2,51,144,59,11.620119245544744,1,6,10,medium
35,Male,4.6,10,60,117,78,4.915858707743124,8,4,8,medium
22,Female,5.58,4,80,274,153,6.525830181285178,4,5,3,high
23,Male,8.15,9,17,237,167,8.675970056787097,3,10,6,low
29,Female,5.02,9,36,262,109,8.458302296376425,1,6,5,medium
44,Female,7.01,5,50,280,52,9.089599541645327,3,7,10,medium
30,Male,5.35,6,69,282,9,10.71375208362347,10,3,3,high
59,Male,5.16,4,16,4,112,4.23045710227696,7,5,4,low
25,Male,9.45,10,62,154,103,11.35420606200961,4,4,9,high
59,Other,5.5,7,3,120,41,9.951617189756366,6,6,1,low
35,Female,9.09,6,81,9,23,7.37545813250764,4,10,5,high
33,Male,8.13,8,52,262,9,4.483618125183077,10,4,6,medium
21,Male,8.47,4,82,206,114,4.41383927239337,4,4,6,high
21,Female,6.39,8,40,6,21,8.459415569701626,10,2,4,medium
42,Male,6.86,2,84,250,48,5.998674416126504,7,2,5,high
49,Other,8.65,6,33,137,64,5.618582864984064,3,3,9,medium
40,Female,6.17,4,89,255,160,10.199331099041109,1,3,3,high
52,Male,5.99,3,20,103,64,10.447823296292023,7,1,5,low
36,Other,8.6,7,81,194,8,7.752469058377679,1,10,8,high
52,Other,6.08,6,42,27,145,7.605869793328403,6,2,1,medium
32,Male,9.09,8,26,288,124,11.300100876312856,5,2,4,low
23,Other,5.62,3,84,233,134,9.400085541446677,4,1,10,high
34,Male,7.7,2,86,157,154,11.66239673239989,4,7,3,high
55,Male,8.15,1,4,196,24,10.983300113307386,5,2,9,low
55,Female,7.52,7,44,273,31,8.62649485429425,9,4,10,medium
22,Female,8.95,9,82,188,179,6.5655283655411,2,8,7,high
54,Female,8.42,5,14,92,126,5.344585178435043,7,1,9,low
49,Female,8.09,4,8,184,175,9.341493486158765,1,2,9,low
18,Male,4.89,8,84,195,60,10.666271731191753,7,7,5,high
23,Female,9.17,2,30,258,12,6.61008956373653,9,1,5,low
26,Male,6.45,2,1,122,115,4.034770430460899,2,9,10,low
42,Other,4.64,4,49,43,71,11.1506498132021,4,7,4,medium
29,Female,5.34,7,67,253,58,11.489561837001752,10,7,9,high
41,Male,7.97,10,16,34,158,5.486563004152682,9,8,8,low
52,Female,8.87,4,18,67,97,7.8393402158663825,1,1,5,low
34,Male,9.25,1,0,96,63,7.57791446906599,5,6,7,low
21,Other,6.52,7,35,118,175,8.961099392895164,6,9,7,medium
54,Male,5.12,3,86,261,146,7.950652722562144,1,7,5,high
21,Female,6.89,8,30,155,119,7.636628593499637,5,3,4,low
53,Male,8.6,7,17,59,85,10.714525982000763,7,4,3,low
20,Other,8.61,7,31,41,165,8.721774470456072,8,6,9,medium
59,Other,5.73,7,89,56,51,8.676946813151101,4,4,2,high
36,Other,9.06,8,5,283,175,4.266080118211652,3,6,3,low
22,Other,8.72,4,59,265,141,4.420547670316395,5,5,7,medium
47,Other,6.28,5,44,57,159,7.12389889574476,10,4,4,medium
26,Female,6.55,7,14,205,47,10.801971595325256,4,3,3,low
46,Other,7.44,6,63,42,90,7.368921366941038,8,1,4,high
40,Male,6.25,6,2,143,8,8.348729687174714,5,1,3,low
29,Male,6.61,9,29,13,150,6.644481683482191,6,3,9,low
20,Male,8.08,8,61,184,35,9.09521754250029,6,9,6,high
37,Other,4.9,10,20,216,176,4.461823670418657,9,8,8,low
49,Male,7.76,3,5,261,121,7.886797847332299,9,8,7,low
33,Other,8.78,4,77,59,74,4.823385388098182,2,2,8,high
23,Other,5.04,7,0,288,49,6.232838364316441,1,6,9,low
53,Male,5.47,4,60,110,127,11.673714181074082,7,7,3,medium
57,Male,6.79,6,30,240,168,5.676580962693433,6,2,9,low
50,Male,4.93,3,37,98,150,6.663294750174476,4,5,10,medium
53,Female,6.78,4,20,63,103,10.911008623452505,5,5,6,low
52,Male,6.4,8,41,50,112,5.771416542881381,5,8,5,medium
42,Male,6.8,6,46,233,24,7.403074708914091,2,4,8,medium
47,Other,8.87,2,73,121,56,8.019202715929694,7,1,1,high
23,Male,7.86,4,61,211,55,7.351608229136168,7,1,7,high
21,Female,7.84,8,30,283,172,5.744397121511602,7,3,8,low
26,Female,7.75,5,11,179,153,9.108199143233731,9,7,4,low
38,Male,9.35,9,10,146,74,4.611222183809858,5,2,1,low
36,Female,5.52,6,30,193,105,8.35161374111884,2,7,3,low
34,Other,7.47,4,64,141,15,10.03793676160432,1,8,9,high
50,Female,5.62,5,70,185,87,9.516938526275766,3,9,3,high
59,Other,4.53,1,21,5,21,7.934875385151488,7,1,10,low
23,Female,7.49,7,79,244,154,11.286251658491503,5,9,8,high
59,Other,9.05,3,42,249,103,9.488628094857765,7,6,10,medium
32,Other,8.26,9,19,275,81,8.72921834372072,7,5,3,low
29,Male,7.84,7,19,59,167,7.176735057769043,6,9,4,low
28,Male,5.9,4,46,101,79,7.392142670527516,3,7,1,medium
45,Other,7.95,9,88,219,28,11.81867026307756,2,3,2,high
24,Female,7.84,2,59,53,71,9.356801284416838,10,1,4,medium
32,Other,9.42,1,12,165,96,6.6176984776466155,3,5,5,low
31,Male,5.15,2,55,117,118,9.241838569083365,6,2,3,medium
46,Male,7.76,7,17,26,91,9.096931590498386,10,6,10,low
33,Female,7.64,8,11,14,7,5.858671660170062,5,9,7,low
28,Other,6.19,8,72,205,178,10.24785709499258,7,4,5,high
35,Female,7.9,5,39,67,43,4.989381099638867,8,9,10,medium
59,Other,5.32,2,1,248,173,9.932861979146232,9,5,10,low
47,Male,4.86,1,30,179,25,8.232949448423836,3,2,10,low
48,Female,7.05,9,39,31,99,4.7611426300600925,10,6,4,medium
44,Male,4.61,9,58,35,117,9.71230055782504,3,9,7,medium
41,Other,5.1,8,61,169,149,10.901455301585155,4,4,8,high
36,Female,6.8,1,84,256,29,8.264263079512613,8,2,3,high
18,Male,4.81,3,69,94,132,8.361839087755111,9,7,6,high
46,Female,9.3,4,83,32,120,9.593184513208136,2,5,4,high
51,Male,8.76,2,48,199,36,9.1889699016028,2,8,3,medium
40,Other,6.97,5,11,12,80,10.919555115702682,10,10,2,low
23,Male,7.02,5,18,174,159,11.720547371440272,6,5,2,low
23,Other,5.23,10,26,23,21,11.518993062128828,4,8,7,low
25,Female,5.15,4,50,211,83,5.0614687747464,3,2,1,medium
45,Male,8.35,6,28,105,118,9.04646614648808,6,1,8,low
40,Other,7.62,8,25,270,162,7.675748961292367,1,8,6,low
38,Female,9.05,2,9,277,171,11.486812262368176,3,5,2,low
18,Female,5.46,7,67,203,167,6.329921149012708,5,1,7,high
32,Male,5.58,7,68,78,59,7.476049580926722,4,2,8,high
33,Other,8.09,7,44,268,114,10.63232322776923,7,4,2,medium
39,Male,5.64,3,61,263,75,9.501674021675484,8,10,5,high
19,Male,8.51,10,9,62,102,4.614881940108481,1,10,5,low
30,Other,7.65,5,36,257,101,7.9493492858025006,3,4,2,medium
38,Male,5.95,2,42,23,81,5.8590451883064105,10,5,2,medium
39,Other,6.23,4,17,121,155,5.310072982776344,6,8,3,low
46,Female,6.96,8,83,180,179,11.392517416264532,7,4,8,high
50,Male,7.98,7,58,32,40,4.605735176866318,7,9,9,medium
46,Female,8.91,1,73,123,155,5.928295340993543,7,10,6,high
57,Other,5.14,6,15,148,73,11.267431162090904,9,2,6,low
59,Male,6.39,6,46,89,59,7.837543569882995,8,1,1,medium
30,Female,7.29,10,39,116,172,8.663182947463056,10,7,2,medium
55,Female,5.28,10,73,138,10,10.797481088984016,9,1,6,high
36,Female,8.08,1,79,84,91,10.038203129093752,6,2,7,high
40,Other,4.82,8,5,191,90,5.430092674912085,4,4,8,low
19,Male,8.52,9,68,116,9,7.061326636497576,2,4,4,high
52,Female,5.1,9,0,253,154,11.777177463178775,9,8,5,low
41,Female,7.77,8,51,124,5,5.01665289818632,4,9,10,medium
46,Other,6.2,3,82,277,65,7.149029473692407,7,9,9,high
49,Other,7.84,3,52,3,67,7.820004177874378,6,7,7,medium
40,Female,8.06,6,74,119,84,6.939121814652947,3,2,7,high
58,Other,7.46,10,1,9,170,9.77175402412927,5,7,3,low
35,Male,8.86,5,57,119,155,8.840013724682603,8,2,10,medium
30,Male,6.03,4,61,12,164,7.536309295591248,2,2,5,high
49,Male,8.26,9,23,24,35,9.791086720892526,2,9,9,low
36,Male,9.17,8,7,296,117,6.489161522811711,8,7,10,low
20,Male,8.08,2,75,100,157,10.898407914785167,7,9,4,high
35,Female,9.35,8,64,202,160,10.062489276405836,2,1,10,high
44,Male,7.05,6,39,142,94,8.774423618240665,1,3,3,medium
31,Female,9.08,1,11,125,33,8.880872274344545,2,2,5,low
33,Female,8.16,4,51,251,76,7.47066532148778,6,9,10,medium
40,Male,9.32,4,56,71,56,6.827273793858474,6,9,4,medium
25,Female,7.55,9,39,231,16,9.655890627221131,7,1,9,medium
35,Female,8.38,10,79,155,97,7.965860861776447,7,3,4,high
19,Male,9.23,3,41,222,34,8.863918862669088,7,7,9,medium
25,Male,5.16,8,45,200,98,11.529443359271236,1,3,10,medium
41,Female,7.93,9,83,107,23,6.198429644555103,4,7,7,high
55,Female,5.73,10,52,49,156,8.923351443263797,7,10,2,medium
33,Female,9.49,1,68,254,170,11.375968761325232,10,4,2,high
44,Male,6.18,2,37,261,125,8.576129131874378,9,5,9,medium
19,Male,6.48,6,57,259,157,9.232515427379845,2,4,1,medium
29,Male,6.69,1,57,245,177,5.669351749109641,3,6,7,medium
35,Male,6.28,2,24,47,23,7.923538020155736,8,10,8,low
50,Male,8.51,6,44,292,148,8.72478235123815,6,8,5,medium
20,Male,5.28,8,25,33,121,11.946303805818054,7,5,4,low
27,Male,6.16,6,24,236,64,5.368972978036974,2,8,2,low
32,Male,9.32,4,33,80,32,11.860334385309312,9,2,3,medium
47,Male,5.39,6,81,93,28,6.893131564936917,7,3,6,high
48,Female,7.04,9,13,253,146,9.78056785097148,4,10,1,low
31,Male,6.24,2,11,23,170,5.112302785947201,1,3,3,low
26,Female,5.68,5,88,265,146,6.7317690596402295,9,2,9,high
55,Male,9.09,3,0,28,178,6.936652536071771,9,3,3,low
25,Female,8.22,5,26,10,141,4.408450275651403,6,2,10,low
45,Male,5.35,2,75,174,110,11.355752834266594,2,3,2,high
51,Male,8.48,4,83,42,81,4.067267447126017,5,7,6,high
33,Female,6.12,4,54,39,90,5.618905555705518,8,10,8,medium
52,Other,4.7,1,62,4,77,8.807325919879027,1,10,6,high
20,Other,4.62,6,67,31,9,6.613292927716927,7,2,7,high
52,Other,6.62,6,10,283,38,7.252712567007273,3,9,10,low
21,Female,5.81,9,40,59,111,9.883765598675394,8,10,7,medium
28,Female,7.27,8,42,22,20,5.969299680256536,3,10,10,medium
45,Other,9.45,4,76,282,86,7.090354433575572,1,6,6,high
40,Other,6.69,8,71,234,113,5.288297525630411,7,6,7,high
18,Female,6.39,8,13,89,166,8.326139505890072,9,8,4,low
46,Female,5.59,4,66,84,74,8.347562577452868,10,6,1,high
30,Female,5.88,10,25,3,36,7.8695178499936835,2,8,7,low
50,Female,4.67,4,29,241,4,11.942654359059189,10,3,10,low
59,Male,4.5,10,73,207,18,9.40954199661953,9,8,10,high
36,Female,6.2,3,14,56,37,4.8660359716105495,3,7,7,low
19,Male,7.23,4,6,258,24,5.071406099886199,9,7,7,low
35,Other,4.59,8,35,190,74,7.38921075562235,6,10,10,medium
20,Male,6.07,1,30,64,121,4.264745053958984,6,9,10,low
21,Other,4.83,5,54,148,157,4.97661421893231,5,2,3,medium
54,Other,5.45,6,44,224,15,9.589120305144316,1,6,2,medium
25,Male,8.97,9,33,99,113,7.26489561649386,10,7,5,medium
34,Male,6.45,6,7,186,29,6.027478393010131,2,5,9,low
46,Other,7.72,9,41,48,17,8.38929596609244,9,8,6,medium
58,Male,6.97,4,83,41,95,6.859820714865173,9,7,9,high
22,Other,8.54,9,45,240,51,9.96356623464067,6,5,5,medium
44,Male,7.91,3,73,33,59,9.904026264422752,3,4,9,high
30,Male,5.41,8,60,254,44,11.963731707972196,6,9,9,medium
37,Other,9.26,5,80,200,161,7.49789954479741,2,9,3,high
26,Other,6.74,7,12,10,34,11.096206187406832,7,5,6,low
52,Female,7.46,5,77,290,156,8.561208896013472,9,6,10,high
38,Male,4.51,10,6,129,25,8.057997658686622,5,8,10,low
28,Female,7.24,10,88,122,18,10.211536445474144,3,1,10,high
48,Male,8.3,10,1,233,3,6.939730556711505,6,7,7,low
27,Female,5.51,10,21,109,166,11.461734112068672,10,3,8,low
36,Other,5.71,10,22,139,8,5.195342215290166,2,4,1,low
48,Other,7.64,5,57,104,62,8.557412692597609,5,1,6,medium
23,Male,5.96,7,57,136,22,11.61435686542663,4,7,8,medium
53,Female,5.49,3,11,47,160,8.605047120733738,6,9,5,low
53,Female,8.68,3,66,266,147,8.652077813767836,5,4,8,high
51,Female,9.5,5,12,227,8,6.89831422113621,9,10,7,low
51,Male,5.95,4,72,135,93,5.092306218701621,4,2,2,high
53,Other,6.49,1,29,120,71,6.737800339119871,3,3,5,low
59,Male,4.78,3,60,236,74,11.856677920460625,9,4,10,medium
24,Male,8.61,6,52,282,134,4.572149886249726,9,4,8,medium
21,Female,4.56,1,33,218,111,8.200570205270182,6,4,9,medium
59,Female,8.15,2,27,158,144,10.630894571744443,7,9,9,low
31,Other,6.72,2,16,109,35,7.38850525799638,1,6,7,low
28,Female,7.82,9,24,213,74,9.256855787869682,2,6,3,low
57,Other,4.97,2,15,57,116,8.718039374242164,5,8,2,low
37,Other,5.04,6,2,165,86,4.234979708998444,5,8,2,low
50,Other,7.6,2,45,106,123,8.612240836764496,6,6,8,medium
45,Male,8.79,8,11,189,39,5.68452852678884,4,9,5,low
26,Male,7.24,9,49,150,11,9.332528754277863,3,6,8,medium
25,Female,5.76,2,41,298,51,8.359858246798323,4,8,3,medium
25,Other,6.34,5,66,101,26,10.985635518181477,9,10,1,high
58,Male,7.89,7,9,126,156,9.870838599745824,3,7,10,low
35,Female,4.78,7,63,296,109,11.851483101708762,5,8,8,high
46,Female,7.11,7,57,116,0,5.813144222492817,7,8,3,medium
33,Other,6.39,5,4,279,128,8.353364212920216,5,3,7,low
23,Female,6.7,8,9,66,140,7.8430705977725665,4,6,6,low
46,Male,9.18,10,19,60,123,9.804720399302765,1,9,5,low
37,Male,7.58,9,44,271,19,8.027214132401209,4,7,4,medium
